organization_name,organization_user_name,organization_github_url,organization_website,location_city,location_country,form_of_organization,organization_avatar,organization_public_repos,organization_created,organization_last_update,rubric
ECS Hack Week ,ECSHackWeek,https://github.com/ECSHackWeek,,,Global,community,https://avatars.githubusercontent.com/u/32744210?v=4,9,2017-10-12 16:10,2021-11-19 08:18,
RAMP,RAMP-project,https://github.com/RAMP-project,,,Global,community,https://avatars.githubusercontent.com/u/65850039?v=4,2,2020-05-24 09:33,2021-10-08 14:09,
,JuliaOcean,https://github.com/JuliaOcean,,,Global,community,https://avatars.githubusercontent.com/u/41747359?v=4,10,2018-07-26 14:12,2021-11-19 19:06,
Estimating the Circulation and Climate of the Ocean (ECCO),ECCO-GROUP,https://github.com/ECCO-GROUP,,,Global,community,https://avatars.githubusercontent.com/u/34173086?v=4,10,2017-12-01 21:28,2021-11-05 16:30,
VIAME,VIAME,https://github.com/VIAME,http://www.viametoolkit.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/48599248?v=4,12,2019-03-15 16:34,2021-11-08 12:09,
Brick Schema,BrickSchema,https://github.com/BrickSchema,https://brickschema.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/41708328?v=4,13,2018-07-25 22:44,2021-11-18 17:58,
Integrated Assessment Modeling Consortium (IAMC),IAMconsortium,https://github.com/IAMconsortium,https://www.iamconsortium.org,,Global,collaboration,https://avatars.githubusercontent.com/u/19565808?v=4,8,2016-05-25 06:34,2021-11-19 14:57,
CICE Consortium,CICE-Consortium,https://github.com/CICE-Consortium,,,Global,collaboration,https://avatars.githubusercontent.com/u/28584507?v=4,5,2017-05-10 03:01,2021-11-16 17:11,
HPXML Working Group,hpxmlwg,https://github.com/hpxmlwg,http://hpxmlonline.com,,Global,collaboration,https://avatars.githubusercontent.com/u/9216350?v=4,1,2014-10-14 14:51,2021-07-20 16:14,
powsybl,powsybl,https://github.com/powsybl,https://www.powsybl.org,,Global,collaboration,https://avatars.githubusercontent.com/u/29916668?v=4,35,2017-07-05 09:45,2021-11-19 16:53,
Earth System Community Modeling Portal,ESCOMP,https://github.com/ESCOMP,https://escomp.github.io/,,Global,collaboration,https://avatars.githubusercontent.com/u/33552285?v=4,51,2017-11-10 15:59,2021-11-19 21:44,
H2020 openENTRANCE,openENTRANCE,https://github.com/openENTRANCE,https://openentrance.eu,,Global,collaboration,https://avatars.githubusercontent.com/u/60662804?v=4,4,2020-02-04 16:06,2021-11-19 15:06,
Open Power System Data,Open-Power-System-Data,https://github.com/Open-Power-System-Data,http://open-power-system-data.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/14346309?v=4,6,2015-09-18 10:56,2021-11-17 11:19,
CCSI Toolset,CCSI-Toolset,https://github.com/CCSI-Toolset,https://www.acceleratecarboncapture.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/27831154?v=4,31,2017-04-20 21:16,2021-11-03 23:42,
Spine project,Spine-project,https://github.com/Spine-project,http://www.spine-model.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/42807090?v=4,34,2018-08-29 12:55,2021-11-19 14:28,
CoMPAS - (Co)nfiguration (M)odules for (P)ower industry (A)utomation (S)ystems,com-pas,https://github.com/com-pas,https://lfenergy.org/projects/compas,,Global,collaboration,https://avatars.githubusercontent.com/u/63782197?v=4,11,2020-04-16 09:14,2021-11-18 15:34,
Earth System Modeling Framework,esmf-org,https://github.com/esmf-org,,,Global,collaboration,https://avatars.githubusercontent.com/u/60195040?v=4,19,2020-01-22 18:44,2021-11-20 00:33,
OperatorFabric,opfab,https://github.com/opfab,https://opfab.github.io/,,Global,collaboration,https://avatars.githubusercontent.com/u/43637906?v=4,6,2018-09-27 09:26,2021-11-19 22:02,
,FLARE-forecast,https://github.com/FLARE-forecast,https://flare-forecast.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/62960078?v=4,30,2020-03-31 18:41,2021-11-19 05:22,
,Plant-Root-Soil-Interactions-Modelling,https://github.com/Plant-Root-Soil-Interactions-Modelling,https://plant-root-soil-interactions-modelling.github.io/CRootBox/,,Global,government agency,https://avatars.githubusercontent.com/u/25530913?v=4,5,2017-02-03 14:19,2021-11-19 12:39,
,kube-green,https://github.com/kube-green,https://kube-green.dev/,,Global,community,https://avatars.githubusercontent.com/u/94223580?v=4,2,2021-11-13 10:50,2022-02-21 15:04,
FlexMeasures,FlexMeasures,https://github.com/FlexMeasures,https://flexmeasures.io,,Global,collaboration,https://avatars.githubusercontent.com/u/75485874?v=4,5,2020-12-04 13:36,2022-02-20 21:39,
The Draf Project,DrafProject,https://github.com/DrafProject,,,Global,community,https://avatars.githubusercontent.com/u/62054152?v=4,2,2020-03-11 09:02,2022-01-10 08:30,
ESA-NASA Joint Multi-Mission Algorithm and Analysis Platform,MAAP-Project,https://github.com/MAAP-Project,https://maap-project.org/,,Global,government agency,https://avatars.githubusercontent.com/u/42812645?v=4,35,2018-08-29 16:09,2022-02-20 03:06,
Greenstand,Greenstand,https://github.com/Greenstand,greenstand.org,,Global,non-profit,https://avatars.githubusercontent.com/u/25363578?v=4,55,2017-01-26 09:49,2022-02-26 09:51,
,RHESSys,https://github.com/RHESSys,http://fiesta.bren.ucsb.edu/~rhessys/,,Global,academia,https://avatars.githubusercontent.com/u/4058983?v=4,9,2013-04-04 12:53,2022-01-11 02:18,
Pastas,pastas,https://github.com/pastas,https://pastas.readthedocs.io/en/latest/,,Global,academia,https://avatars.githubusercontent.com/u/18461359?v=4,7,2016-04-14 10:28,2022-02-25 01:23,
RemoteSensingTools,RemoteSensingTools,https://github.com/RemoteSensingTools,,,Global,community,https://avatars.githubusercontent.com/u/83097293?v=4,6,2021-04-23 22:01,2022-01-19 15:24,
,AWH-GlobalPotential-X,https://github.com/AWH-GlobalPotential-X,,,Global,academia,https://avatars.githubusercontent.com/u/77399166?v=4,1,2021-01-13 14:56,2021-12-27 19:40,
moja global,moja-global,https://github.com/moja-global,http://moja.global,global,Global,collaboration,https://avatars.githubusercontent.com/u/19564969?v=4,36,2016-05-25 05:31,2021-11-18 18:31,
Karrot Dev,karrot-dev,https://github.com/karrot-dev,https://karrot.world,,Global,community,https://avatars.githubusercontent.com/u/14811840?v=4,23,2015-09-23 21:20,2022-01-31 16:10,
OS-Climate,os-climate,https://github.com/os-climate,os-climate.org,,Global,collaboration,https://avatars.githubusercontent.com/u/85121681?v=4,18,2021-05-31 15:02,2022-02-23 21:32,
OSDG,osdg-ai,https://github.com/osdg-ai,https://osdg.ai,,Global,academia,https://avatars.githubusercontent.com/u/74975722?v=4,3,2020-11-24 15:06,2022-02-20 20:27,
Virtual-FCS H2020,Virtual-FCS,https://github.com/Virtual-FCS,virtual-fcs.eu,,Global,collaboration,https://avatars.githubusercontent.com/u/73799930?v=4,2,"2020/11/01, 21:55:40","2022/06/07, 10:31:29",
Streetmix,streetmix,https://github.com/streetmix,https://streetmix.net/,"Terra, Sol, Milky Way Galaxy",Global,community,https://avatars.githubusercontent.com/u/6877271?v=4,16,"2014/03/06, 21:22:08","2022/07/25, 19:40:12",
Sustainable Computing,sustainable-computing-io,https://github.com/sustainable-computing-io,www.sustainable-computing.io,United States of America,USA,community,https://avatars.githubusercontent.com/u/91567619?v=4,10,"2021/09/28, 19:44:45","2022/07/26, 17:10:47",
,GranthamImperial,https://github.com/GranthamImperial,,,Global,community,https://avatars.githubusercontent.com/u/61453394?v=4,2,"2020/02/25, 08:59:20","2022/01/08, 19:30:30",
POLCA,polca,https://github.com/polca,,,Global,community,https://avatars.githubusercontent.com/u/58623740?v=4,4,"2019/12/07, 09:29:20","2022/05/26, 00:25:59",
,wimlds-trojmiasto,https://github.com/wimlds-trojmiasto,https://detectwaste.ml/,,Global,non-profit,https://avatars.githubusercontent.com/u/52125053?v=4,9,"2019/06/23, 09:23:23","2022/07/24, 17:55:31",
,prioritizr,https://github.com/prioritizr,https://prioritizr.net/,,Global,community,https://avatars.githubusercontent.com/u/25472841?v=4,20,"2017/02/01, 04:27:45","2022/07/27, 05:51:57",
BioPAL,BioPAL,https://github.com/BioPAL,https://biopal.org/,,Global,community,https://avatars.githubusercontent.com/u/68594778?v=4,5,"2020/07/21, 11:42:14","2022/07/21, 15:29:57",
Veins of the Earth,VeinsOfTheEarth,https://github.com/VeinsOfTheEarth,https://veinsoftheearth.github.io/RivGraph/,,Global,community,https://avatars.githubusercontent.com/u/88787335?v=4,2,"2021/08/11, 14:50:21","2022/06/17, 15:19:01",
xCDAT,xCDAT,https://github.com/xCDAT,,,Global,community,https://avatars.githubusercontent.com/u/87787695?v=4,2,"2021/07/21, 23:41:44","2022/07/25, 15:01:12",
Ozon3,Ozon3Org,https://github.com/Ozon3Org,,,Global,community,https://avatars.githubusercontent.com/u/107499002?v=4,1,"2022/06/14, 16:51:47","2022/07/26, 01:50:00",
SoilWatch,SoilWatch,https://github.com/SoilWatch,https://soilwatch.eu/,"Brussels, Belgium",Belgium,community,https://avatars.githubusercontent.com/u/84096586?v=4,1,"2021/05/12, 17:52:50","2022/07/22, 13:29:13",
,dl4sits,https://github.com/dl4sits,,,Global,community,https://avatars.githubusercontent.com/u/58819454?v=4,1,"2019/12/12, 15:00:26","2022/06/28, 21:36:05",
ESA DUE Sentinel-2 For Agriculture,Sen2Agri,https://github.com/Sen2Agri,http://www.esa-sen2agri.org/,,Global,collaboration,https://avatars.githubusercontent.com/u/29768870?v=4,2,"2017/06/29, 05:48:57","2021/03/23, 11:10:15",
LF Energy,lf-energy,https://github.com/lf-energy,https://lfenergy.org,,Global,collaboration,https://avatars.githubusercontent.com/u/53205155?v=4,6,"2019/07/23, 03:45:06","2022/06/18, 13:44:11",
Digital Public Goods Alliance,DPGAlliance,https://github.com/DPGAlliance,digitalpublicgoods.net,,Global,collaboration,https://avatars.githubusercontent.com/u/67749530?v=4,10,"2020/07/02, 14:52:50","2022/02/12, 22:50:21",
Digital Earth Africa,digitalearthafrica,https://github.com/digitalearthafrica,https://digitalearthafrica.org,,Global,collaboration,https://avatars.githubusercontent.com/u/53030946?v=4,19,"2019/07/18, 04:28:32","2022/07/23, 12:11:35",
stac-utils,stac-utils,https://github.com/stac-utils,https://www.radiant.earth/,,Global,non-profit,https://avatars.githubusercontent.com/u/58087398?v=4,25,"2019/11/22, 18:31:25","2022/07/25, 14:20:39",
,JuliaDataCubes,https://github.com/JuliaDataCubes,https://juliadatacubes.github.io/EarthDataLab.jl/latest/,,Global,community,https://avatars.githubusercontent.com/u/102149337?v=4,5,"2022/03/22, 09:56:27","2022/03/29, 07:40:41",
,awesome-spectral-indices,https://github.com/awesome-spectral-indices,,,Global,community,https://avatars.githubusercontent.com/u/105368819?v=4,4,"2022/05/11, 13:36:05","2022/07/22, 02:43:05",
,capytaine,https://github.com/capytaine,,,Global,community,https://avatars.githubusercontent.com/u/110032913?v=4,2,"2022/07/26, 11:32:59","2022/07/26, 11:38:13",
,SERVIR,https://github.com/SERVIR,https://www.servirglobal.net/,,Global,collaboration,https://avatars.githubusercontent.com/u/8176548?v=4,74,"2014/07/16, 05:17:08","2022/07/29, 13:49:12",
MaREI-EPMG,MaREI-EPMG,https://github.com/MaREI-EPMG,https://www.marei.ie/energy-policy-modelling/,Ireland,Ireland,academia,https://avatars.githubusercontent.com/u/69536806?v=4,21,"2020/08/11, 18:59:32","2022/06/21, 00:43:20",
,responsibleproblemsolving,https://github.com/responsibleproblemsolving,,,Global,community,https://avatars.githubusercontent.com/u/52930580?v=4,3,"2019/07/15, 17:07:48","2021/10/28, 03:27:43",
,sb-ai-lab,https://github.com/sb-ai-lab,,,Global,community,https://avatars.githubusercontent.com/u/103759388?v=4,7,"2022/04/15, 14:19:21","2022/08/20, 12:09:56",
FINEPRINT,fineprint-global,https://github.com/fineprint-global,http://www.fineprint.global/,"Institute for Ecological Economics, Vienna University of Economics and Business (WU), Welthandelsplatz 1, 1020 Vienna, Austria",Austria,academia,https://avatars.githubusercontent.com/u/34596993?v=4,20,"2017/12/16, 09:43:34","2022/08/23, 06:34:44",
COL,CatalogueOfLife,https://github.com/CatalogueOfLife,http://www.catalogueoflife.org/,"Leiden, NL",Netherlands,collaboration,https://avatars.githubusercontent.com/u/56591279?v=4,36,"2019/10/15, 12:09:04","2022/07/18, 01:18:16",
Biodiversity Information Standards (TDWG),tdwg,https://github.com/tdwg,http://www.tdwg.org,,Global,collaboration,https://avatars.githubusercontent.com/u/5882606?v=4,56,"2013/11/07, 19:53:17","2022/05/06, 12:19:10",
,pyinat,https://github.com/pyinat,https://pyinaturalist.readthedocs.io,,Global,community,https://avatars.githubusercontent.com/u/105503620?v=4,4,"2022/05/13, 14:13:49","2022/08/26, 20:36:24",
Species File Group,SpeciesFileGroup,https://github.com/SpeciesFileGroup,http://speciesfilegroup.org,"University of Illinois, INHS",USA,academia,https://avatars.githubusercontent.com/u/1653377?v=4,42,"2012/04/17, 21:18:32","2022/08/26, 20:36:20",
Byrd Polar Education and Outreach,byrd-polar,https://github.com/byrd-polar,https://byrd.osu.edu/,,USA,academia,https://avatars.githubusercontent.com/u/88336624?v=4,2,"2021/08/02, 15:41:10","2022/08/23, 06:35:16",
climlab,climlab,https://github.com/climlab,,,USA,academia,https://avatars.githubusercontent.com/u/83652930?v=4,4,"2021/05/04, 13:39:16","2022/04/11, 07:29:13",
,dalesteam,https://github.com/dalesteam,,,Netherlands,academia,https://avatars.githubusercontent.com/u/11614894?v=4,2,"2015/03/23, 14:42:42","2022/08/04, 10:35:51",
Tenstream Radiative Transfer Model,tenstream,https://github.com/tenstream,,,Germany,community,https://avatars.githubusercontent.com/u/11333945?v=4,1,"2015/03/05, 14:48:18","2022/08/03, 09:09:19",
Open-Meteo,open-meteo,https://github.com/open-meteo,https://open-meteo.com,,Switzerland,community,https://avatars.githubusercontent.com/u/86407831?v=4,2,"2021/06/24, 09:45:28","2022/08/26, 12:57:28",
TNO,TNO,https://github.com/TNO,http://www.tno.nl,The Netherlands,Netherlands,government agency,https://avatars.githubusercontent.com/u/1871660?v=4,34,"2012/06/20, 10:08:28","2022/08/26, 10:13:04",
Open ET,Open-ET,https://github.com/Open-ET,https://etdata.org/,,USA,non-profit,https://avatars.githubusercontent.com/u/18035656?v=4,5,"2016/03/23, 17:11:03","2022/06/22, 12:39:28",
InaSAFE,inasafe,https://github.com/inasafe,http://inasafe.org,,Global,collaboration,https://avatars.githubusercontent.com/u/1843347?v=4,26,"2012/06/12, 16:47:21","2020/08/02, 06:58:53",
Real-time water systems lab,kLabUM,https://github.com/kLabUM,,,USA,collaboration,https://avatars.githubusercontent.com/u/4870591?v=4,21,"2013/06/28, 17:01:14","2022/07/26, 01:52:26",
Climate Mind,ClimateMind,https://github.com/ClimateMind,https://climatemind.org,,Global,community,https://avatars.githubusercontent.com/u/63987561?v=4,9,"2020/04/20, 01:40:15","2022/08/13, 14:32:59",
,sentinelsat,https://github.com/sentinelsat,,,Global,community,https://avatars.githubusercontent.com/u/29057552?v=4,2,"2017/05/30, 07:33:51","2022/08/26, 14:26:40",
Smart Data Models,smart-data-models,https://github.com/smart-data-models,https://smartdatamodels.org,,Global,collaboration,https://avatars.githubusercontent.com/u/44724489?v=4,76,"2018/11/03, 10:54:15","2022/08/25, 06:59:35",
A/B Street,a-b-street,https://github.com/a-b-street,abstreet.org,"Seattle, WA",USA,community,https://avatars.githubusercontent.com/u/78323823?v=4,6,"2021/01/31, 21:39:36","2022/08/26, 19:40:26",
OpenGHG,openghg,https://github.com/openghg,https://www.openghg.org,,UK,community,https://avatars.githubusercontent.com/u/67903512?v=4,9,"2020/07/06, 10:48:35","2022/07/27, 19:09:38",
Open Carbon Watch,OpenCarbonWatch,https://github.com/OpenCarbonWatch,https://opencarbonwatch.org,France,France,community,https://avatars.githubusercontent.com/u/57277203?v=4,2,"2019/11/02, 01:42:32","2022/01/23, 18:48:45",
SteVe Community,steve-community,https://github.com/steve-community,,Germany,Germany,community,https://avatars.githubusercontent.com/u/112710077?v=4,3,"2022/09/02, 14:03:39","2022/09/02, 14:18:11",
Singularity Energy,singularity-energy,https://github.com/singularity-energy,https://singularity.energy,United States of America,USA,for-profit,https://avatars.githubusercontent.com/u/49131244?v=4,3,"2019/03/31, 21:36:14","2022/09/03, 02:30:58",
Weather Research and Forecasting Model,wrf-model,https://github.com/wrf-model,http://www2.mmm.ucar.edu/wrf/users/,"Boulder, Colorado, USA",USA,academia,https://avatars.githubusercontent.com/u/12666893?v=4,11,"2015/05/30, 01:01:43","2022/09/02, 19:00:55",
IEA Wind Digitalization (Task 43),IEA-Task-43,https://github.com/IEA-Task-43,www.ieawindtask43.org,,Global,collaboration,https://avatars.githubusercontent.com/u/57503085?v=4,3,"2019/11/07, 19:10:32","2022/09/22, 10:55:34",
,awebox,https://github.com/awebox,,"Müllheim, Germany",Germany,for-profit,https://avatars.githubusercontent.com/u/49553965?v=4,1,"2019/04/12, 09:17:13","2022/10/01, 12:44:43",
OpenIPSL,OpenIPSL,https://github.com/OpenIPSL,http://openipsl.org,Cyber Space and All Around the World!,USA,for-profit,https://avatars.githubusercontent.com/u/29949865?v=4,1,"2017/07/06, 12:53:07","2022/10/19, 16:17:56",
Energy Innovation,EnergyInnovation,https://github.com/EnergyInnovation,https://energyinnovation.org,United States of America,USA,academia,https://avatars.githubusercontent.com/u/112431470?v=4,22,"2022/08/29, 19:45:52","2022/10/25, 20:02:48",
,pypsa-meets-earth,https://github.com/pypsa-meets-earth,,,Global,community,https://avatars.githubusercontent.com/u/84225086?v=4,13,"2021/05/15, 08:37:15","2022/09/24, 14:04:35",
MobilityData IO,MobilityData,https://github.com/MobilityData,https://mobilitydata.org/,Canada,Global,collaboration,https://avatars.githubusercontent.com/u/41021710?v=4,20,"2018/07/09, 17:48:49","2022/11/09, 19:32:20",
CycleStreets,cyclestreets,https://github.com/cyclestreets,https://www.cyclestreets.org/,"Cambridge, UK",UK,non-profit,https://avatars.githubusercontent.com/u/361419?v=4,30,"2010/08/11, 20:50:40","2022/11/01, 04:41:10",
Electricity Maps,electricitymaps,https://github.com/electricitymaps,https://www.electricitymaps.com,Denmark,Denmark,for-profit,https://avatars.githubusercontent.com/u/24733017?v=4,3,"2016/12/23, 12:00:35","2022/11/09, 21:38:35",
,EcologicalSemantics,https://github.com/EcologicalSemantics,,,USA,community,https://avatars.githubusercontent.com/u/31016150?v=4,1,"2017/08/14, 18:55:11","2022/10/14, 12:03:06",
Continental Limnology,cont-limno,https://github.com/cont-limno,https://lagoslakes.org,,USA,academia,https://avatars.githubusercontent.com/u/24610902?v=4,20,"2016/12/16, 16:59:22","2021/10/11, 17:50:38",
Meteorological Research Informatics Services,ECCC-ASTD-MRD,https://github.com/ECCC-ASTD-MRD,http://collaboration.cmc.ec.gc.ca/science/si/,Canada,Canada,academia,https://avatars.githubusercontent.com/u/11772263?v=4,24,"2015/04/02, 13:57:51","2022/10/25, 15:05:04",
Google Research,google-research,https://github.com/google-research,https://research.google,Earth,USA,for-profit,https://avatars.githubusercontent.com/u/43830688?v=4,250,"2018/10/03, 21:40:41","2022/11/10, 19:47:53",
Potsdam Integrated Assessment Modelling (PIAM),pik-piam,https://github.com/pik-piam,https://www.pik-potsdam.de/,"Potsdam Institute for Climate Impact Research (PIK), Germany",Germany,non-profit,https://avatars.githubusercontent.com/u/29039634?v=4,63,"2017/05/29, 10:50:03","2022/07/28, 13:25:48",
Mainmatter,mainmatter,https://github.com/mainmatter,https://mainmatter.com,Europe,Germany,for-profit,https://avatars.githubusercontent.com/u/56627?v=4,60,"2009/02/21, 16:34:48","2022/11/04, 23:59:58",
Tampa Bay Estuary Program,tbep-tech,https://github.com/tbep-tech,https://tbep-tech.github.io/,"St. Petersburg, FL 33701",USA,government agency,https://avatars.githubusercontent.com/u/49565964?v=4,70,"2019/04/12, 15:58:03","2022/10/12, 13:45:44",
POSEIDON,poseidon-fisheries,https://github.com/poseidon-fisheries,https://oceanconservancy.org/sustainable-fisheries/poseidon/,,USA,non-profit,https://avatars.githubusercontent.com/u/52757298?v=4,1,"2019/07/10, 17:47:04","2022/10/31, 15:48:25",
Ocean Modeling Collaboration,oceanmodeling,https://github.com/oceanmodeling,,,Global,collaboration,https://avatars.githubusercontent.com/u/84859356?v=4,8,"2021/05/26, 14:39:04","2022/11/04, 12:15:36",
