,project_name,oneliner,git_namespace,git_url,platform,labels,topic,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,field,activity,community,size,total_score
435,"<a href=""https://github.com/OpenChargingCloud/ChargyDesktopApp.git"" style = ""color: black"">ChargyDesktopApp</a>","Chargy is a transparency software for secure and transparent e-mobility charging processes, as defined by the German ""Eichrecht"".",OpenChargingCloud,https://github.com/OpenChargingCloud/ChargyDesktopApp.git,github,"transparency,eichrecht,electron,chargy,smartmetering,evroamingdeluxe,premiumeichrecht,evroaming,e-mobility",Mobility and Transportation,"2022/10/28, 23:56:26",8.0,0.0,3.0,True,TypeScript,Open Charging Cloud,OpenChargingCloud,"TypeScript,SCSS,HTML,CSS,JavaScript,Shell",,,"2018/11/29, 21:52:31",1441.0,AGPL-3.0,94.0,581.0,"2022/10/13, 16:31:21",26.0,18.0,49.0,8.0,28.0,0.0,0.0,0.0253411306042885,"2020/06/29, 11:04:11",v1.2,0.0,3.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",True,True,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,,3.947945205479452,Consumption of Energy and Resources,1.8553169734151327,0.5782208588957055,1.390593047034765,0.3562337239641044
436,"<a href=""https://github.com/OpenChargingCloud/WWCP_OCPP.git"" style = ""color: black"">WWCP_OCPP</a>",Connectivity between the World Wide Charging Protocol (WWCP) and the Open Charge Point Protocol (OCPP v1.6/v2.0).,OpenChargingCloud,https://github.com/OpenChargingCloud/WWCP_OCPP.git,github,"ocpp,e-mobility,charging,chargingstation",Mobility and Transportation,"2022/11/09, 23:53:23",25.0,0.0,11.0,True,C#,Open Charging Cloud,OpenChargingCloud,"C#,TypeScript,SCSS,CSS,HTML",,,"2016/05/23, 17:07:44",2362.0,Apache-2.0,44.0,177.0,"2020/06/28, 03:44:21",4.0,0.0,1.0,0.0,865.0,0.0,0.0,0.0,,,0.0,1.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,False,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,,6.471232876712329,Consumption of Energy and Resources,1.6682004089979547,0.30265848670756645,0.3164621676891616,0.21797602962172413
437,"<a href=""https://github.com/OpenChargingCloud/WWCP_Core.git"" style = ""color: black"">WWCP_Core</a>",The World Wide Charging Protocol Suite is a collection of protocols in order to connect market actors in the field of e-mobility solutions via scalable and secure Internet protocols.,OpenChargingCloud,https://github.com/OpenChargingCloud/WWCP_Core.git,github,"wwcp,e-mobility,ev-roaming,charging,chargingstation",Mobility and Transportation,"2022/11/06, 21:08:11",6.0,0.0,2.0,True,C#,Open Charging Cloud,OpenChargingCloud,"C#,Smalltalk",,,"2015/05/05, 12:15:42",2746.0,AGPL-3.0,95.0,1006.0,"2020/06/28, 03:44:21",4.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,,,0.0,1.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,False,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,,7.523287671232877,Consumption of Energy and Resources,1.7949897750511246,0.30265848670756645,0.7213701431492843,0.2637577867733379
439,"<a href=""https://github.com/RAMP-project/RAMP-mobility.git"" style = ""color: black"">RAMP-mobility</a>",A novel application of the RAMP main engine for generating bottom-up stochastic electric vehicles load profiles.,RAMP-project,https://github.com/RAMP-project/RAMP-mobility.git,github,"electric-vehicles-mobility,charging-profiles,ramp-model,charging-strategies,demand",Mobility and Transportation,"2022/10/05, 18:23:03",8.0,0.0,4.0,True,Python,RAMP,RAMP-project,Python,,",https://doi.org/10.1016/j.energy.2019.04.097,https://doi.org/10.1016/j.apenergy.2022.118676,https://doi.org/10.1016/j.apenergy.2022.118676,https://doi.org/10.13140/RG.2.2.29560.26880*\n\nOr,https://doi.org/10.1016/j.energy.2019.04.097.*\n\n##","2020/05/24, 09:47:42",900.0,EUPL-1.2,9.0,132.0,"2022/10/05, 18:24:08",10.0,11.0,20.0,7.0,36.0,0.0,0.1,0.2803738317757009,"2021/05/28, 07:43:30",v0.3.1,0.0,4.0,False,,False,False,,,https://github.com/RAMP-project,,,,,https://avatars.githubusercontent.com/u/65850039?v=4,,,,2.4657534246575343,Consumption of Energy and Resources,1.6017382413087935,1.2065439672801634,0.9110429447852761,0.3627159236436723
440,"<a href=""https://github.com/ITSLeeds/pct.git"" style = ""color: black"">PCT</a>",The goal is to increase the accessibility and reproducibility of the data produced by the Propensity to Cycle Tool (PCT).,ITSLeeds,https://github.com/ITSLeeds/pct.git,github,,Mobility and Transportation,"2021/12/09, 13:49:39",15.0,0.0,2.0,True,TeX,Institute for Transport Studies,ITSLeeds,"TeX,R",https://itsleeds.github.io/pct/,,"2019/02/21, 13:48:11",1358.0,EUPL-1.2,40.0,555.0,"2022/05/12, 12:18:22",24.0,40.0,95.0,8.0,182.0,2.0,1.2,0.2393509127789046,"2021/12/03, 11:58:54",v0.9.4,1.0,8.0,False,,False,False,,,https://github.com/ITSLeeds,https://environment.leeds.ac.uk/transport,"Leeds, UK",,,https://avatars.githubusercontent.com/u/22447619?v=4,,,,3.7205479452054795,Consumption of Energy and Resources,2.1814928425357873,1.780163599182004,1.9626789366053168,0.5696225727338011
441,"<a href=""https://github.com/goat-community/goat.git"" style = ""color: black"">goat</a>",A tool capable of modeling walking and cycling accessibility.,goat-community,https://github.com/goat-community/goat.git,github,"accessibility-analysis,isochrones,walking,cycling,accessiblity-scenarios,mobility",Mobility and Transportation,"2022/11/10, 09:05:01",72.0,0.0,32.0,True,Python,Plan4Better,goat-community,"Python,JavaScript,Vue,HTML,C++,PLpgSQL,Makefile,Dockerfile,SCSS,Shell,Mako",,",https://doi.org/10.1016/j.jtrangeo.2021.103080.\n\nPajares,https://doi.org/10.3390/ijgi10100662\n\nPajares,https://doi.org/10.26084/13dfns-p024\n\nPajares,https://doi.org/10.1016/j.urbmob.2022.100033\n\nJehle,https://doi.org/10.26084/13dfns-p020\n","2018/09/30, 11:09:17",1502.0,GPL-3.0,1197.0,5985.0,"2022/11/10, 09:05:44",156.0,735.0,1544.0,444.0,0.0,17.0,0.0,0.5708897270911915,"2022/11/02, 21:48:54",v.1.3,0.0,18.0,False,,False,False,,,https://github.com/goat-community,https://plan4better.de,Germany,,,https://avatars.githubusercontent.com/u/58163984?v=4,,,,4.115068493150685,Consumption of Energy and Resources,2.920756646216769,1.7837423312883436,3.561349693251534,0.7733302962102871
442,"<a href=""https://github.com/ATFutures/gtfs-router.git"" style = ""color: black"">gtfs-router</a>",An R package for routing with GTFS (General Transit Feed Specification) data.,ATFutures,https://github.com/ATFutures/gtfs-router.git,github,"gtfs,public-transportation,router,gtfs-router,r-package",Mobility and Transportation,"2022/10/18, 09:23:40",60.0,0.0,12.0,True,R,Active Transport Futures,ATFutures,"R,C++,Makefile",https://atfutures.github.io/gtfs-router/,,"2019/01/28, 08:28:13",1382.0,GPL-3.0,81.0,775.0,"2022/09/21, 13:55:44",12.0,8.0,78.0,4.0,50.0,1.0,0.0,0.0383091149273447,"2021/06/11, 09:09:30",v0.0.5,0.0,4.0,False,,False,False,,,https://github.com/ATFutures,https://atfutures.github.io/,Worldwide,,,https://avatars.githubusercontent.com/u/32261335?v=4,,,,3.786301369863014,Consumption of Energy and Resources,1.906441717791411,0.6896728016359919,1.5224948875255624,0.3845761822787284
443,"<a href=""https://github.com/cityflow-project/CityFlow.git"" style = ""color: black"">CityFlow</a>",A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario.,cityflow-project,https://github.com/cityflow-project/CityFlow.git,github,"multiagent-systems,multiagent-reinforcement-learning,traffic-simulation,traffic-signal-control",Mobility and Transportation,"2020/12/04, 03:30:19",590.0,0.0,131.0,True,C++,,cityflow-project,"C++,Python,JavaScript,HTML,CMake,CSS,Dockerfile",https://cityflow-project.github.io,,"2019/02/26, 04:16:52",1353.0,Apache-2.0,0.0,74.0,"2022/10/20, 02:22:36",33.0,48.0,125.0,29.0,21.0,5.0,0.3,0.5675675675675675,,,0.0,8.0,False,,False,False,,,https://github.com/cityflow-project,,,,,https://avatars.githubusercontent.com/u/48002753?v=4,,,,3.706849315068493,Consumption of Energy and Resources,1.1968302658486707,1.89519427402863,1.6416155419222904,0.4626914493233603
444,"<a href=""https://github.com/d-wasserman/Complete_Street_Rule.git"" style = ""color: black"">Complete_Street_Rule</a>",An ArcGIS CityEngine scenario oriented design tool intended to enable users to quickly create procedural generated multimodal streets.,d-wasserman,https://github.com/d-wasserman/Complete_Street_Rule.git,github,"complete,streets,transportation,cityengine,procedural-generation,cga,treatments,street-rule,geometry,simulation,environmental-modelling,urban-planning,arcgis-cityengine,street-configuration,urban-design",Mobility and Transportation,"2022/10/02, 03:15:42",122.0,0.0,32.0,True,Python,,,Python,https://geonet.esri.com/docs/DOC-6915,,"2015/09/01, 05:15:46",2627.0,Apache-2.0,2.0,293.0,"2022/10/02, 03:15:42",2.0,24.0,43.0,9.0,39.0,0.0,0.0,0.0074906367041198,"2022/10/02, 03:29:45",2.9.0,0.0,1.0,False,,True,False,,,,,,,,,,,,7.197260273972603,Consumption of Energy and Resources,1.911042944785276,0.3675869120654397,1.0695296523517384,0.3110702098407076
445,"<a href=""https://github.com/jrester/tesla_powerwall.git"" style = ""color: black"">tesla_powerwall</a>",Python Tesla Powerwall API for consuming a local endpoint.,jrester,https://github.com/jrester/tesla_powerwall.git,github,"python,api,tesla,tesla-powerwall,battery,powerwall,powerwall-api,powerwall-status",Mobility and Transportation,"2022/06/25, 10:52:33",49.0,0.0,13.0,True,Python,,,Python,,,"2019/02/12, 19:50:07",1366.0,MIT,21.0,137.0,"2022/06/27, 04:12:38",1.0,18.0,40.0,10.0,136.0,0.0,0.3,0.1512605042016807,"2022/06/25, 10:53:34",v0.3.18,0.0,11.0,False,,False,False,,,,,,,,,,,,3.7424657534246575,Consumption of Energy and Resources,2.2244376278118607,1.5715746421267895,1.4616564417177913,0.5084574009214635
446,"<a href=""https://github.com/gsoh/VED.git"" style = ""color: black"">Vehicle Energy Dataset</a>",A large-scale dataset for vehicle energy consumption research.,gsoh,https://github.com/gsoh/VED.git,github,,Mobility and Transportation,"2022/01/26, 21:05:07",52.0,0.0,19.0,True,,,,,,",https://doi.org/10.1109/TITS.2020.3035596","2019/04/19, 06:55:51",1301.0,Apache-2.0,1.0,13.0,"2022/02/03, 03:16:39",0.0,0.0,4.0,3.0,280.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,3.5643835616438357,Consumption of Energy and Resources,1.3491820040899793,0.30265848670756645,0.15337423312883436,0.17422044680831952
447,"<a href=""https://github.com/MobilityData/gbfs.git"" style = ""color: black"">gbfs</a>","Documentation for the General Bikeshare Feed Specification, a standardized data feed for shared mobility system availability.",NABSA,https://github.com/MobilityData/gbfs.git,github,"gbfs,bikesharing,mobility,scooter-sharing,bike-share,bike-sharing,mobility-as-a-service,mobilitydata,carshare,carsharing,open-data,gbfs-documentation,shared-mobility,civic-tech,urban-mobility",Mobility and Transportation,"2022/11/01, 18:15:10",652.0,0.0,100.0,True,,MobilityData IO,MobilityData,,,,"2015/12/04, 23:43:43",2532.0,CUSTOM,84.0,526.0,"2022/11/01, 18:15:11",20.0,314.0,443.0,217.0,9.0,5.0,0.0,0.8875,"2022/04/28, 18:25:14",v2.3,0.0,96.0,False,,False,False,,,https://github.com/MobilityData,https://mobilitydata.org/,Canada,,,https://avatars.githubusercontent.com/u/41021710?v=4,,,,6.936986301369863,Consumption of Energy and Resources,2.450920245398773,2.210122699386503,3.0685071574642127,0.7356206046518697
448,"<a href=""https://github.com/bikeindex/bike_index.git"" style = ""color: black"">Bike Index</a>","Bike registration that works: online, powerful, free.",bikeindex,https://github.com/bikeindex/bike_index.git,github,,Mobility and Transportation,"2022/10/24, 17:40:50",242.0,0.0,21.0,True,Ruby,Bike Index,bikeindex,"Ruby,Haml,HTML,SCSS,JavaScript,CSS,CoffeeScript,Shell,Procfile",https://bikeindex.org,,"2013/07/25, 21:52:26",3394.0,AGPL-3.0,259.0,3920.0,"2022/10/24, 17:40:51",69.0,1988.0,2256.0,251.0,17.0,17.0,0.0,0.1265582655826558,,,0.0,24.0,False,,False,False,,,https://github.com/bikeindex,https://bikeindex.org,,,,https://avatars.githubusercontent.com/u/4251544?v=4,,,,9.2986301369863,Consumption of Energy and Resources,2.2484662576687118,1.361963190184049,3.6630879345603273,0.6709985576544754
450,"<a href=""https://github.com/johan12345/EVMap.git"" style = ""color: black"">EVMap</a>",Android app to access the goingelectric.de electric vehicle charging station directory.,johan12345,https://github.com/johan12345/EVMap.git,github,"charging-stations,android,electric-vehicle,hacktoberfest,map",Mobility and Transportation,"2022/11/09, 17:34:07",97.0,0.0,45.0,True,Kotlin,,,"Kotlin,Java,Ruby",,,"2020/03/23, 21:03:43",961.0,MIT,400.0,1074.0,"2022/11/09, 17:22:15",43.0,39.0,213.0,99.0,1.0,4.0,2.1,0.0432330827067669,"2022/11/06, 21:49:11",1.4.0,4.0,8.0,True,"github,custom",False,False,,,,,,,,,,,,2.632876712328767,Consumption of Energy and Resources,2.733640081799591,1.6620654396728016,2.294989775051125,0.6362849639048412
451,"<a href=""https://github.com/SAP/emobility-smart-charging.git"" style = ""color: black"">emobility-smart-charging</a>",Smart charging algorithms with REST API for electric vehicle fleets.,SAP,https://github.com/SAP/emobility-smart-charging.git,github,,Mobility and Transportation,"2022/06/28, 08:30:43",30.0,0.0,12.0,True,Java,SAP,SAP,"Java,TypeScript,HTML,Makefile,JavaScript,CSS,Dockerfile",,,"2019/12/18, 14:18:01",1058.0,Apache-2.0,4.0,71.0,"2022/06/28, 08:30:46",20.0,25.0,29.0,10.0,135.0,19.0,0.0,0.3278688524590164,,,0.0,9.0,False,,False,True,,,https://github.com/SAP,https://opensource.sap.com,"Walldorf, Germany",,,https://avatars.githubusercontent.com/u/2531208?v=4,,,,2.8986301369863012,Consumption of Energy and Resources,1.4637014314928425,1.2816973415132924,1.2827198364008179,0.38913231370409046
452,"<a href=""https://github.com/chargeprice/open-ev-data.git"" style = ""color: black"">open-ev-data</a>",Open Dataset of Electric Vehicle specs.,chargeprice,https://github.com/chargeprice/open-ev-data.git,github,,Mobility and Transportation,"2022/04/07, 05:23:04",48.0,0.0,5.0,True,,Chargeprice,chargeprice,,,,"2019/08/08, 17:07:17",1190.0,MIT,2.0,78.0,"2021/04/18, 12:57:59",4.0,3.0,8.0,0.0,571.0,1.0,0.0,0.0666666666666666,,,0.0,2.0,False,,False,False,,,https://github.com/chargeprice,https://www.chargeprice.app,,,,https://avatars.githubusercontent.com/u/66462851?v=4,,,,3.26027397260274,Consumption of Energy and Resources,1.2668711656441718,0.5736196319018405,0.4550102249488753,0.22201683835736008
453,"<a href=""https://github.com/SmartEVSE/smartevse.git"" style = ""color: black"">SmartEVSE</a>",Smart EVSE Electric Vehicle Charging Station.,SmartEVSE,https://github.com/SmartEVSE/smartevse.git,github,,Mobility and Transportation,"2021/02/12, 20:15:10",80.0,0.0,4.0,True,C,,SmartEVSE,"C,Pawn,Assembly,Makefile,C++,OpenSCAD,Shell,Objective-C,CMake",,,"2014/01/06, 12:05:03",3230.0,MIT,0.0,180.0,"2022/04/25, 09:11:37",14.0,8.0,32.0,2.0,199.0,3.0,0.25,0.4700854700854701,,,0.0,5.0,False,,False,False,,,https://github.com/SmartEVSE,,,,,https://avatars.githubusercontent.com/u/6329604?v=4,,,,8.849315068493151,Consumption of Energy and Resources,1.1543967280163598,1.5950920245398774,1.0838445807770962,0.37845794768831387
454,"<a href=""https://github.com/andmos/BikeshareClient.git"" style = ""color: black"">BikeshareClient</a>",Dotnet library for integrating with GBFS bikeshare systems.,andmos,https://github.com/andmos/BikeshareClient.git,github,"gbfs,bikeshare-systems,bikeshare,netstandard",Mobility and Transportation,"2022/11/10, 16:32:26",5.0,5.0,1.0,True,C#,,,"C#,Dockerfile",,,"2018/06/04, 12:37:55",1620.0,MIT,47.0,230.0,"2022/11/10, 11:58:10",1.0,105.0,126.0,40.0,0.0,0.0,0.7,0.25,,,0.0,4.0,False,,False,False,"andmos/BikeshareClient,wdbprog/OsloBysykkel,andmos/BikeshareFunction,andmos/BikeDashboard,Sankra/DIPSbot",,,,,,,,,,,4.438356164383562,Consumption of Energy and Resources,1.3491820040899796,1.4182004089979552,1.7397750511247443,0.4317793466471505
455,"<a href=""https://github.com/mszell/bikenwgrowth.git"" style = ""color: black"">Growing Urban Bicycle Networks</a>","Source code for the paper Growing Urban Bicycle Networks, exploring algorithmically the limitations of urban bicycle network growth.",mszell,https://github.com/mszell/bikenwgrowth.git,github,"cycling,gis,transportation-network,urban-planning,osmnx,network-analysis,bicycle-network",Mobility and Transportation,"2022/05/05, 20:06:06",42.0,0.0,19.0,True,Jupyter Notebook,,,"Jupyter Notebook,Python,Shell",,",https://zenodo.org/record/5083049","2020/09/03, 12:35:05",798.0,AGPL-3.0,6.0,189.0,"2021/02/26, 14:12:41",3.0,2.0,2.0,0.0,622.0,0.0,0.0,0.0920245398773006,"2021/07/08, 10:01:35",1.0.0,0.0,3.0,False,,False,False,,,,,,,,,,,,2.186301369863014,Consumption of Energy and Resources,1.7024539877300615,0.6814928425357873,0.5823108384458078,0.2858970127678957
456,"<a href=""https://github.com/a-b-street/abstreet.git"" style = ""color: black"">A/B Street</a>","A traffic simulation game exploring how small changes to roads affect cyclists, transit users, pedestrians, and drivers.",a-b-street,https://github.com/a-b-street/abstreet.git,github,"traffic-simulation,game,openstreetmap,simulation,seattle",Mobility and Transportation,"2022/11/10, 15:15:50",6779.0,0.0,597.0,True,Rust,A/B Street,a-b-street,"Rust,Shell,Python,HTML,TypeScript,GLSL,Go,Makefile,CSS,Batchfile",https://a-b-street.github.io/docs/,",https://zenodo.org/badge/latestdoi/135952436","2018/06/04, 00:44:43",1620.0,Apache-2.0,849.0,8003.0,"2022/11/07, 11:28:34",186.0,497.0,810.0,200.0,3.0,8.0,0.5,0.0502191609267376,"2022/10/31, 19:08:25",v0.3.36,26.0,35.0,True,github,False,False,,,https://github.com/a-b-street,abstreet.org,"Seattle, WA",,,https://avatars.githubusercontent.com/u/78323823?v=4,,,,4.438356164383562,Consumption of Energy and Resources,2.9800613496932513,1.7852760736196318,3.5966257668711656,0.7820503195021528
457,"<a href=""https://github.com/enviroCar/enviroCar-app.git"" style = ""color: black"">enviroCar</a>",An Android App for collecting car sensor data for the enviroCar platform.,enviroCar,https://github.com/enviroCar/enviroCar-app.git,github,,Mobility and Transportation,"2022/10/21, 13:26:32",72.0,0.0,13.0,True,Java,enviroCar,enviroCar,"Java,HTML,Python",https://envirocar.org,,"2013/04/17, 14:19:21",3494.0,GPL-3.0,138.0,2509.0,"2022/09/16, 11:09:18",87.0,439.0,873.0,121.0,55.0,38.0,1.2,0.732045567112432,"2022/01/24, 09:56:23",2.1.0,0.0,19.0,False,,False,True,,,https://github.com/enviroCar,https://envirocar.org/,Münster,,,https://avatars.githubusercontent.com/u/4232323?v=4,,,,9.572602739726028,Consumption of Energy and Resources,2.6446830265848673,2.5787321063394684,3.3634969325153374,0.8198977912059252
458,"<a href=""https://github.com/EVerest/EVerest.git"" style = ""color: black"">EVerest</a>",An open source software stack for EV charging infrastructure.,EVerest,https://github.com/EVerest/EVerest.git,github,,Mobility and Transportation,"2022/11/10, 05:12:20",55.0,0.0,55.0,True,,EVerest,EVerest,,,,"2021/12/20, 11:23:39",325.0,GPL-3.0,84.0,84.0,"2022/11/10, 05:12:56",8.0,25.0,30.0,30.0,0.0,1.0,0.6,0.6075949367088608,,,0.0,7.0,False,,True,True,,,https://github.com/EVerest,https://www.lfenergy.org/projects/everest/,,,,https://avatars.githubusercontent.com/u/73219292?v=4,,,,0.8904109589041096,Consumption of Energy and Resources,1.40439672801636,1.9907975460122698,1.2091002044989776,0.4569176712682234
459,"<a href=""https://github.com/streetmix/streetmix.git"" style = ""color: black"">Streetmix</a>",Makes it easy for people to design public spaces together.,streetmix,https://github.com/streetmix/streetmix.git,github,"streetmix,civic-tech,urban-planning",Mobility and Transportation,"2022/11/08, 14:42:48",590.0,0.0,55.0,True,JavaScript,Streetmix,streetmix,"JavaScript,SCSS,Handlebars,API Blueprint,Shell,Procfile",https://streetmix.net,,"2013/01/19, 21:03:45",3581.0,CUSTOM,166.0,7682.0,"2022/11/04, 00:34:04",219.0,1502.0,2209.0,54.0,6.0,9.0,0.0,0.4434430752253081,"2014/02/21, 20:50:04",v0.9,0.0,54.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",True,True,,,https://github.com/streetmix,https://streetmix.net/,United States of America,,,https://avatars.githubusercontent.com/u/6877271?v=4,,,,9.810958904109588,Consumption of Energy and Resources,1.9442740286298568,1.8093047034764826,3.814928425357873,0.7051097131772005
