project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
Scaphandre,An open source software agent to track energy consumption of ICT services from the servers.,hubblo-org,https://github.com/hubblo-org/scaphandre.git,github,"greenit,rust,rust-lang,energy,energy-consumption,energy-efficiency,energy-monitor,sustainability,electricity,electricity-consumption,electricity-meter,prometheus,watts,wattmeter,qemu,virtual-machines,carbon-footprint,virtual-machine,measure,hacktoberfest",Computation and Communication,2022-02-19 15:11,532,0,314,checked,Rust,hubblo-org,Hubblo,"Rust,Jsonnet,Dockerfile,Shell,Mustache",,2020-10-16 14:10,Apache-2.0,219,556,2022-02-17 19:39,41,56,111,8,0.60000000,0.20987654,2021-10-05 15:31,v0.4.1,6,13,,,checked,checked,https://avatars.githubusercontent.com/u/71067866?v=4,
opendata-stuttgart,The maintained main firmware for the Luftdaten.Info Sensor.,opendata-stuttgart,https://github.com/opendata-stuttgart/sensors-software.git,github,"sensor,arduino,iot,iot-device",Air Quality,2022-02-20 06:37,516,0,59,checked,C++,opendata-stuttgart,Open Data Stuttgart,"C++,C,Python,R,Lua,Perl,Shell,JavaScript,Makefile,CSS,Processing,HTML",,2015-04-04 20:23,Apache-2.0,0,1572,2022-02-19 10:37,188,417,765,5,0.00000000,0.68464351,2020-11-29 16:24,NRZ-2020-133,0,51,,,,checked,https://avatars.githubusercontent.com/u/11635590?v=4,
CityFlow,A Multi-Agent Reinforcement Learning Environment for Large Scale City Traffic Scenario.,cityflow-project,https://github.com/cityflow-project/CityFlow.git,github,"multiagent-systems,multiagent-reinforcement-learning,traffic-simulation,traffic-signal-control",Mobility and Transportation,2022-02-19 09:18,506,0,165,checked,C++,cityflow-project,,"C++,Python,JavaScript,HTML,CMake,CSS,Dockerfile",https://cityflow-project.github.io,2019-02-26 04:16,Apache-2.0,0,74,2021-09-20 10:09,49,48,101,5,0.30000000,0.55555556,,,0,8,,,,,https://avatars.githubusercontent.com/u/48002753?v=4,
EmonLib,Arduino Energy Monitoring Library.,openenergymonitor,https://github.com/openenergymonitor/EmonLib.git,github,,Energy Monitoring and Control,2022-02-12 00:31,482,0,41,,C++,openenergymonitor,OpenEnergyMonitor,C++,openenergymonitor.org,2012-02-27 22:24,AGPL-3.0,0,55,2020-05-17 00:01,25,19,42,6,0.00000000,0.28947368,,,0,11,,,,,https://avatars.githubusercontent.com/u/758944?v=4,
iNaturalist,Helps you identify the plants and animals around you.,inaturalist,https://github.com/inaturalist/inaturalist.git,github,,Life Forms and Biodiversity,2022-02-11 19:52,481,0,85,checked,JavaScript,iNaturalist,inaturalist,"JavaScript,Ruby,HTML,Haml,SCSS,PLpgSQL,CSS,PHP,XSLT,Gherkin,Shell,Makefile",http://www.inaturalist.org,2009-09-04 02:26,MIT,703,13661,2022-02-18 03:39,466,1254,2919,5,0.00000000,0.28467590,,,0,45,,,,checked,https://avatars.githubusercontent.com/u/62292?v=4,
pybikes,"Provides a set of tools to scrape bike sharing data from different websites and APIs, thus providing a coherent and generalized set of classes and methods to access this sort of information.",eskerda,https://github.com/eskerda/pybikes.git,github,,Mobility and Transportation,2022-02-13 02:38,474,0,36,checked,Python,LBNL-UCB-STI,,"Python,Shell",https://citybik.es,2010-07-16 10:07,LGPL-3.0,42,1001,2022-01-07 14:14,71,299,390,15,1.20000000,0.39310345,,,0,76,,,,,https://avatars.githubusercontent.com/u/26527414?v=4,
EVCC,An extensible EV Charge Controller with PV integration implemented in Go.,andig,https://github.com/evcc-io/evcc.git,github,"mqtt,golang,pv,wallbox,emobility,charger,wallbe,home-automation",Mobility and Transportation,2022-02-20 21:02,473,23,364,checked,Go,evcc-io,,"Go,Vue,JavaScript,Smarty,Dockerfile,Makefile,Shell,HTML,CSS",https://evcc.io,2019-12-06 16:27,MIT,933,1628,2022-02-20 16:31,25,1016,1568,15,0.50000000,0.20324190,2022-02-17 10:44,0.83,0,37,,,,,https://avatars.githubusercontent.com/u/81383504?v=4,"JanDragon/evcc,opensprinklershop/evcc,matspi/evcc,jkmssoft/evcc,MrJayC/evcc,fawick/evcc,premultiply/evcc,mclane/evccWOPhases,Pjg-Git/evcc,SirkoVZ/evcc,int5749/evcc,waldtraut1981/evcc,lukasbisdorf/evcc,texperiri/evcc,Chris591/evcc,bboehmke/evcc,StefanSchoof/evcc,PanNwt/evcc,bicaluv/evcc,thierolm/evcc,rivengh/evcc,schenlap/evcc,evcc-io/evcc"
Iris,"A powerful, format-agnostic, community-driven Python package for analyzing and visualizing Earth science data.",SciTools,https://github.com/SciTools/iris.git,github,"iris,python,netcdf,grib,visualisation,data-analysis,earth-science,meteorology,oceanography,spaceweather",Salt and Fresh Water,2022-02-20 12:38,472,0,61,checked,Python,SciTools,,"Python,Makefile",https://scitools-iris.readthedocs.io/en/latest/,2012-08-06 10:09,LGPL-3.0,293,5160,2022-02-16 16:38,216,3141,4334,39,1.00000000,0.85909921,2022-02-16 11:45,v3.2.0.post0,11,80,,,,checked,https://avatars.githubusercontent.com/u/1391487?v=4,
Energy-Languages,"The complete set of tools for energy consumption analysis of programming languages, using Computer Language Benchmark Game.",greensoftwarelab,https://github.com/greensoftwarelab/Energy-Languages.git,github,"clbg,energy,programming,languages",Computation and Communication,2022-02-17 13:14,469,0,99,checked,C,greensoftwarelab,Green Software Lab,"C,Pascal,Java,Makefile,Python,Common Lisp,C#,Lua,C++,Rust,Fortran,Swift,Chapel,Go,Dart,Hack,PHP,F#,Ruby,TypeScript,JavaScript,Perl,Shell",,2017-08-28 16:41,MIT,2,21,2020-11-12 16:06,10,11,17,2,0.80000000,0.38888889,,,0,5,,,,,https://avatars.githubusercontent.com/u/11410556?v=4,
CoopCycle,A self-hosted platform to order meals in your neighborhood and get them delivered by bike couriers.,coopcycle,https://github.com/coopcycle/coopcycle-web.git,github,"symfony,apiplatform,coop,platformcoop",Mobility and Transportation,2022-02-17 22:50,467,0,61,checked,PHP,coopcycle,CoopCycle,"PHP,JavaScript,Twig,Gherkin,SCSS,CSS,Dockerfile,Shell,Makefile,HTML",https://coopcycle.org,2016-11-29 12:10,CUSTOM,1578,8847,2022-02-17 22:22,517,1817,2609,42,0.50000000,0.12855246,2020-02-02 10:46,v0.3.0,3,67,,,,checked,https://avatars.githubusercontent.com/u/24247863?v=4,
OpenModelica,An open source Modelica-based modeling and simulation environment intended for industrial and academic usage.,OpenModelica,https://github.com/OpenModelica/OpenModelica.git,github,,Production and Industry,2022-02-20 03:27,465,0,122,checked,Modelica,OpenModelica,OpenModelica,"Modelica,C,C++,Smarty,CMake,Makefile,GAP,Python,Yacc,M4,QMake,Shell,Java,D,Julia,XSLT,Lex,Perl,Groovy,Batchfile,TeX,MATLAB,ANTLR,Ruby,Mathematica,Roff,Dockerfile,Emacs Lisp,JavaScript,DTrace",https://openmodelica.org,2015-05-03 16:59,CUSTOM,905,34840,2022-02-19 10:58,1401,2363,7170,37,0.20000000,0.75109736,2021-09-04 12:43,v1.18.0,0,65,,,,checked,https://avatars.githubusercontent.com/u/4006504?v=4,
Is-Vegan,Helps you to find out which food ingredients are vegan / non-vegan.,hmontazeri,https://github.com/hmontazeri/is-vegan.git,github,"vegan,food,ingredients,npm",Agriculture and Nutrition,2022-02-13 01:10,445,7,27,checked,JavaScript,Growstuff,,JavaScript,,2018-02-04 02:43,MIT,0,169,2021-09-01 01:50,20,27,35,12,0.10000000,0.42361111,,,0,8,,,,,https://avatars.githubusercontent.com/u/2066469?v=4,"onlylosersleftalive/vegan-app,Sergio9815/vegan-checker-app,LastCleanShirt/is-vegan-restful-api,angeyu/project2,thomasbunyan/recipeasy,mathieu-anderson/vegan-checker,kjbrum/alfred-is-vegan"
pysheds,Simple and fast watershed delineation in Python.,mdbartos,https://github.com/mdbartos/pysheds.git,github,"digital-elevation-model,hydrology,flow-direction,accumulation,catchments,gis",Water Supply,2022-02-17 11:34,443,18,135,checked,Python,MODFLOW-USGS,,Python,,2017-04-13 16:02,GPL-3.0,121,413,2022-01-27 05:49,33,46,150,1,0.40000000,0.06145251,2022-01-27 05:53,0.3.2,0,4,,,,,https://avatars.githubusercontent.com/u/34482102?v=4,"larroque852/BIND_ENS1_TOPO,salviega/_Ecologia,curiemadan/Catchment-Characteristics,dan-yok-jpn/pyLesson,jaysnm/dea-sandbox,dankovacek/Engineering_Hydrology_Notebooks,NithinGopakumar/Disease_spread_modelling_GIS,CH-Earth/CWARHM,ShervanGharari/EASYMORE,ASFHyP3/asf-tools,smnorris/fwakit,Juan-Carlos-Guevara/precision_farming,GeoscienceAustralia/dea-sandbox,chrimerss/envsetting,dankovacek/pysheds_tutorial,sebastienlanglois/flask-hydro,Christiaanvdm/hydro-django,Ouranosinc/raven"
trashnet,Dataset of images of trash. Torch-based CNN for garbage image classification.,garythung,https://github.com/garythung/trashnet.git,github,"dataset,torch,convolutional-neural-networks,deep-learning,trash,garbage,image-classification",Circular Economy and Waste,2022-02-18 06:34,430,0,74,checked,Lua,circularfashion,,"Lua,Python",,2017-04-08 22:16,MIT,2,6,2021-08-05 18:39,6,0,1,3,0.00000000,0.00000000,,,0,1,,,,,https://avatars.githubusercontent.com/u/91959849?v=4,
PlantCV,Plant phenotyping using computer vision.,danforthcenter,https://github.com/danforthcenter/plantcv.git,github,"science,bioinformatics,image-analysis,plant-phenotyping,plantcv",Life Forms and Biodiversity,2022-02-15 06:06,430,47,87,checked,Python,danforthcenter,Donald Danforth Plant Science Center,"Python,Shell,R,Dockerfile",,2014-03-14 18:24,MIT,900,4495,2022-02-18 23:01,56,414,767,14,0.90000000,0.62276786,2021-12-13 19:01,v3.13.4,0,33,,,,,https://avatars.githubusercontent.com/u/9678079?v=4,"danforthcenter/nsf-reu-2021,gelsightinc/gsrobotics,shajibghosh/post-processing-for-counterfeit-ic-detection,HugeCoderGuy/LightsCameraPlants,JoshKing56/unet-segmentation,delfinoariel/DDA_Course,danforthcenter/plantcv-tutorial-interactive-pollent-count,ammarsyed/CIS4914SeniorProject,JustinBear99/django_asparagus,danforthcenter/plantcv-tutorial-photosynthesis,danforthcenter/nsf-iuse-hssu-intro,ethan-vbcf/image_analysis_handson,danforthcenter/plantcv-tasselyzer-tutorial,danforthcenter/plantcv-tutorial-segment-image-series,esgomezm/microscopy-dl-suite-tf,van-der-knaap-lab/tomato-analyzer-lite,w-bonelli/herbarium-sheets,mlab-upenn/cea-os,salmasamiei/IPPN_Workshop_2021_Plantcv,amirhszd/jostar,eprendes26/plantcv_pm_image_quantification,danforthcenter/plantcv-tutorial-template,IndominusByte/hydro-tech-backend,Julia2505/PlantCV-workshop,seanfhear/IoTea,Leon-Yu0320/PlantCV-BTI,nfahlgren/image-analysis-intro,danforthcenter/plantcv-nappn2021-workshop,XiaoyiWang98/PlantCVServer,phenome-force/PlantCV-workshop,AmaurySemery/Projet-top-sites-AoG,danforthcenter/plantcv-tutorial_leaf_instance_segmentation,sarath280/mushroom-classification,turahul/Mushroom-Classification,kjappelbaum/colorcalibrator,mishanius/HandWritenDocsLineExtraction,Rohan-SoulpageIT/cortex_image_classification_API,COE516/DeepLearningPJ01,5nano/bulmapsaur-MIU,bjorn-grape/raspi-mask-ledRGB,5nano/bulmapsaur,bigFin/PlantCV_CannTx_1,vck/sertifikasi-pemrogram,danforthcenter/Eveland_NSF_Outreach,mokjunneng/PlantImageProcessing,Liveshort/astroplant-camera-module,danforthcenter/plantcv-binder"
Climate Strike Software,Prevent oil and gas companies from co-opting your work and extracting more fossil fuels with this software license.,climate-strike,https://github.com/climate-strike/license.git,github,"climate-change,climatechange,licenses,climate-crisis,climatestrike",Environmental Knowledge Platforms,2022-02-12 21:26,419,0,40,checked,,climate-strike,Climate Strike License,,https://climatestrike.software,2019-05-22 17:54,MIT,1,61,2021-10-04 14:16,16,10,13,1,0.30000000,0.33333333,,,0,6,,,,,https://avatars.githubusercontent.com/u/52013222?v=4,
Bloom,"A SaaS that allow companies to become climate leaders, from calculating their climate impact to communicating about their climate efforts. It connects to as many data sources as possible to assess your carbon footprint and find mitigation opportunities.",tmrowco,https://github.com/electricitymap/bloom-contrib.git,github,"climate-change,carbon-footprint,carbon-model,life-cycle-assessment,climate-impact",Carbon Intensity,2022-02-18 16:32,418,1,30,,Jupyter Notebook,electricitymap,electricityMap,"Jupyter Notebook,JavaScript,Python,Shell,CSS,HTML",https://www.bloomclimate.com,2018-11-06 15:14,MIT,2,903,2021-03-25 18:23,34,261,466,3,3.10000000,0.74583964,,,2,35,,,,,https://avatars.githubusercontent.com/u/24733017?v=4,JarnoRFB/planted-co2-calculator
openfoodfacts-server,"Open Food Facts is a collaborative, free and open database of food products from around the world.",openfoodfacts,https://github.com/openfoodfacts/openfoodfacts-server.git,github,"food,food-products,perl,database,crowdsourcing,nutrition,recycling,allergies,allergens,hacktoberfest,environment",Agriculture and Nutrition,2022-02-16 16:00,415,0,97,checked,Perl,openfoodfacts,Open Food Facts,"Perl,HTML,JavaScript,SCSS,Shell,Python,CSS,Makefile,Dockerfile,XSLT",,2013-11-04 14:23,CUSTOM,2097,31415,2022-02-19 14:46,1183,3824,5205,83,1.30000000,0.32875325,2022-02-10 17:21,v1.0.0,4,101,,,,checked,https://avatars.githubusercontent.com/u/1937790?v=4,
OneBusAway,The Open Source platform for Real Time Transit Info.,OneBusAway,https://github.com/OneBusAway/onebusaway-android.git,github,"android,onebusaway,java,public-transportation,transit,open-transit-software-foundation",Mobility and Transportation,2022-02-15 11:24,408,0,22,checked,Java,OneBusAway,OneBusAway,"Java,Kotlin,HTML,PowerShell,Python,Shell",http://www.onebusaway.org/,2011-06-10 01:07,CUSTOM,23,2361,2021-11-17 21:06,178,385,907,15,0.00000000,0.32513266,2021-06-25 15:21,v2.9.3,0,28,,,,checked,https://avatars.githubusercontent.com/u/1428806?v=4,
leaflet-velocity,"Create a canvas visualization layer for direction and intensity of arbitrary velocities (e.g. wind, ocean current).",danwild,https://github.com/onaci/leaflet-velocity.git,github,"leaflet,velocity,wind,water,ocean,current,weather,visualization,visualisation",Climate and Earth Science,2022-02-20 23:48,389,90,88,checked,JavaScript,onaci,CSIRO Oceans and Atmosphere - Coastal Informatics Team,"JavaScript,CSS",https://onaci.github.io/leaflet-velocity/,2017-02-05 23:47,CUSTOM,24,131,2022-02-20 23:56,11,27,69,0,0.00000000,0.22093023,2022-02-21 00:31,2.1.2,0,10,,,,,https://avatars.githubusercontent.com/u/34732655?v=4,"liangzuan1983/gis-changchun-info-vue,kamclar/jl,fredericturmel/karakella,adminwayra/streamlit,lbybrian/test,1142235090/hanzhao-project,ichacahyawulan/leaflet-openweathermap,nsp-team3/north-sea-port-team-3,codelink-ai/jupyterlite,fthomas61/fthomas61.github.io,NewGardenFarms/feinstaub-map-v2,NewGardenFarms/network-observer,Priya-2016/myrepo,m-farahmand/forecast_web,wxwgh/weatherchaotu,Jero2760/jupyterlite_example,mcsmonk/jupyterlite,andresfelipe9619/todosurf-react-map,opendata-stuttgart/network-observer,shamil8/prpr-map,HoangVuViet/meteor-base-project,Pobx/angular-leaflet,krishnaglodha/geopython2021-Geospatial-analysis-101,pjgueno/SCPublicData,Dayong99/South-China-Sea,dong-jianbin/mapboot,EdonaHaziraj/Safometer,esglobe/gee-manual,wangmmeng/earlyWarning,duduita/react-icea_project,15895467489/qxpcvueapp,brian-geek/eric-cdt-frontend,yuanyuan-xy/typhoon,xiongkangqiao/WorkSpace,AlexRogalskiy/weather-map,acidburn0zzz/ipyleaflet,Fjldream/11.27vu,fengjutian/Vue2Leaflet,fengjutian/wind-leaflet-vue,bonomali/ipyleaflet,mohsulthana/sipongi-nuxt,pjgueno/feinstaub-map-v2-custom2,Phanty133/VITC2020,pjgueno/feinstaub-map-v2-sidebar,mi3nts/mints-air-quality-live-web,pjgueno/feinstaub-map-v2-custom,vacqq/LAN_vue,vacqq/vue_demo,terrygreen0606/Vue-Dashboard-App,OAC-TW/OAC-SPA,Global-Mapping-Hub/fire-dashboard,muh2772/Vessel-vue-vutify-vuex,glory6ms/height,a-bouts/nav-ui,sisyphean-timmy/106062-OacMap,marilynwaldman/ipyleaflet,simonsobs/psplay,weatherforce/ipyleaflet-reset,GithubDengmingchen/databook,xgarrido/psplay,thibautlouis/psplay,qingqibing/leaflet_ocean-weather,mokrayaGISka/react-leaflet-lesson6,mi3nts/sharedairdfw_map,didv097/cdt,weatherforce/ipyleaflet-legend,mi3nts/MINTS-AQ-FRONTEND-S20,nilotpolaaa/IndiaForecast1,nilotpolaaa/WeatherDashboard,hidrogit/Training,ligithubxn/databook,weishuliang/databookht,Senior-Design-UTD-MINTS/MINTS-AQ-FRONTEND,guotao0628/ccinfosys,kimjulia1117/wind-frontend,songtianlun/gis-changchun-info-vue,kalisio/aktnmap,weacast/weacast-leaflet,kalisio/kano,gambinish/geoFAD,databooks/databook,openthings/databook-old,jupyter-widgets/ipyleaflet,christensenmichael0/OceanMapper,0nza1101/ionic5-leaflet-velocity,linghuam/ocean-weather,chriswilley/angular2-leaflet-base,weacast/weacast-client,RegatteBzh/html-client,weacast/weacast"
DSMR-reader,Used for reading the smart meter DSMR (Dutch Smart Meter Requirements) P1 port yourself at your home.,dsmrreader,https://github.com/dsmrreader/dsmr-reader.git,github,"raspberry-pi,non-commercial,dsmr5,dsmr4,dsmrp1,dsmr-reader,telegram-data-storage,energy-consumption-visualizer",Buildings and Cities,2022-02-20 18:35,386,0,70,checked,Python,dsmrreader,DSMR-reader,"Python,CSS,JavaScript,HTML,Shell",https://dsmr-reader.readthedocs.io/,2016-02-07 13:14,CUSTOM,412,2810,2022-02-18 20:27,23,86,1495,0,0.10000000,0.01584847,2022-02-07 20:25,v5.0.0,0,24,,,,,https://avatars.githubusercontent.com/u/57727360?v=4,
Trefle,"A botanical JSON REST API for plants species, allowing you to search and query over all the registered species, and build the next gardening apps and farming robots.",treflehq,https://github.com/treflehq/trefle-api.git,github,"trefle,trefle-api,plants,api-rest,biodiversity,database,hacktoberfest,plants-species,gardening-apps,farming-robots",Agriculture and Nutrition,2022-02-12 13:32,386,0,73,,Ruby,treflehq,Trefle,"Ruby,HTML,JavaScript,SCSS,Shell,Dockerfile,CSS",https://trefle.io,2019-04-14 15:42,AGPL-3.0,5,259,2021-04-20 07:38,29,25,70,0,0.10000000,0.01369863,2020-07-15 15:24,1.6.0,0,5,,,,,https://avatars.githubusercontent.com/u/49616756?v=4,
ClimateMachine.jl,Climate Machine: an Earth System Model that automatically learns from data.,CliMA,https://github.com/CliMA/ClimateMachine.jl.git,github,"climate,climate-change,julia,gpu",Climate and Earth Science,2022-02-18 20:36,374,0,122,checked,Julia,CliMA,Climate Modeling Alliance,Julia,https://clima.github.io/ClimateMachine.jl/latest/,2018-12-17 17:24,CUSTOM,137,4211,2021-12-09 00:46,277,1638,1987,124,0.90000000,0.79337305,2021-09-24 17:58,v0.1.0,1,44,,,,,https://avatars.githubusercontent.com/u/43161188?v=4,
VOLTTRON,A platform that provides services for collecting and storing data from buildings and devices. It provides an environment for developing applications that interact with data.,VOLTTRON,https://github.com/VOLTTRON/volttron.git,github,"buildings,bacnet,modbus,python,message-bus,office-hours,volttron,volttron-applications,volttron-instance",Buildings and Cities,2022-02-01 03:43,374,0,48,checked,Python,VOLTTRON,,"Python,JavaScript,HTML,Shell,CSS,Dockerfile",https://volttron.readthedocs.io/,2013-11-07 02:07,CUSTOM,401,10348,2022-02-09 16:01,340,1518,2533,10,1.00000000,0.61034593,2022-01-14 19:25,8.1.3,0,64,,,,checked,https://avatars.githubusercontent.com/u/5875448?v=4,
navitia,"An open source web API, initially built to provide traveler information on urban transportation networks.",CanalTP,https://github.com/CanalTP/navitia.git,github,"public-transportation,navitia,open-api,journey-planner,gtfs,trip-planner,mobility,mobility-as-a-service,trip-planning",Mobility and Transportation,2022-02-18 11:44,372,0,25,checked,C++,CanalTP,KISIO Digital,"C++,Python,CMake,Shell,C,Scala,Mako,HTML",https://www.navitia.io/,2013-06-19 15:34,AGPL-3.0,852,19110,2022-02-17 15:15,30,3511,3635,2,3.00000000,0.87000243,,,0,61,,,,checked,https://avatars.githubusercontent.com/u/2743985?v=4,
stplanr,A package for sustainable transport planning with R.,ropensci,https://github.com/ropensci/stplanr.git,github,"r,transport,spatial,rstats,r-package,peer-reviewed,transport-planning,walking,cycling,pubic-transport,origin-destination,desire-lines,routes,routing,route-network,transportation,cycle",Mobility and Transportation,2022-02-10 19:36,371,0,28,checked,R,ropensci,rOpenSci,"R,C++,Makefile",https://docs.ropensci.org/stplanr,2015-01-30 08:34,CUSTOM,46,1941,2022-02-07 22:09,23,257,452,2,1.80000000,0.16047904,2021-11-01 23:05,v0.8.5,1,25,,,,,https://avatars.githubusercontent.com/u/1200269?v=4,
